,Brand,Model,Trim,Manufature Year,Stock Type,Mileage,Dealer Name,Distance,Rating,Review Count,Badge Label,Price
1873,MINI,Clubman, Cooper S,2013,Used,"35,987 mi.",Carvana-Touchless Delivery To Your Home,n/a,4.2,"8,920 ",Home Delivery,"$19,990"
1874,Toyota,Prius, Two,2016,Used,"58,879 mi.",Carvana-Touchless Delivery To Your Home,n/a,4.2,"8,920 ",Good Deal,"$23,990"
1875,Nissan,Frontier, S,2015,Used,"46,312 mi.",Carvana-Touchless Delivery To Your Home,n/a,4.2,"8,920 ",Good Deal,"$19,990"
1876,Dodge,Dart, GT,2016,Used,"64,158 mi.",Carvana-Touchless Delivery To Your Home,n/a,4.2,"8,920 ",Good Deal,"$18,990"
1877,Jeep,Compass, High Altitude,2014,Used,"33,153 mi.",Carvana-Touchless Delivery To Your Home,n/a,4.2,"8,920 ",Good Deal,"$18,990"
1878,Jeep,Wrangler, Unlimited Rubicon,2019,Used,"20,075 mi.",Carvana-Touchless Delivery To Your Home,n/a,4.2,"8,920 ",Good Deal,"$50,990"
1879,Mazda,Mazda6, Grand Touring,2017,Used,"41,743 mi.",Carvana-Touchless Delivery To Your Home,n/a,4.2,"8,920 ",Good Deal,"$23,990"
1880,BMW,M6, Base,2014,Used,"63,857 mi.",Carvana-Touchless Delivery To Your Home,n/a,4.2,"8,920 ",Good Deal,"$42,590"
1881,RAM,1500, Laramie,2015,Used,"69,599 mi.",Baltimore Auto Group,8 mi. from 21227,4.4,8 ,Fair Deal,"$33,588"
1882,Mazda,CX-9, Grand Touring,2019,Used,"38,903 mi.",EchoPark Automotive Baltimore,8 mi. from 21227,4.8,"2,826 ",Good Deal,"$33,989"
1883,Jeep,Compass, Latitude,2018,Used,"72,396 mi.",Heritage Mazda Catonsville,6 mi. from 21227,4.7,788 ,Fair Deal,"$22,500"
1884,INFINITI,QX56, Base,2011,Used,"111,063 mi.",A G Auto Sales,6 mi. from 21227,3.7,3 ,Good Deal,"$18,995"
1885,Chevrolet,Colorado, Z71,2016,Used,"87,171 mi.",Koons Ford of Baltimore,7 mi. from 21227,4.8,"1,600 ",Great Deal | $303 under,"$27,000"
1886,Ford,Focus, SEL,2012,Used,"60,438 mi.",Carvana-Touchless Delivery To Your Home,n/a,4.2,"8,920 ",Good Deal,"$13,990"
1887,Volkswagen,e-Golf, SEL Premium,2015,Used,"39,723 mi.",Carvana-Touchless Delivery To Your Home,n/a,4.2,"8,920 ",Home Delivery,"$19,990"
1888,BMW,X5, M ,2010,Used,"78,679 mi.",Carvana-Touchless Delivery To Your Home,n/a,4.2,"8,920 ",Fair Deal,"$27,990"
1889,Nissan,Sentra, 2.0 S,2010,Used,"85,106 mi.",Carvana-Touchless Delivery To Your Home,n/a,4.2,"8,920 ",Great Deal | $281 under,"$11,590"
1890,Volkswagen,e-Golf, SEL Premium,2015,Used,"78,401 mi.",Carvana-Touchless Delivery To Your Home,n/a,4.2,"8,920 ",Great Deal | $656 under,"$16,990"
1891,Volkswagen,GTI, 2-Door,2013,Used,"96,867 mi.",Carvana-Touchless Delivery To Your Home,n/a,4.2,"8,920 ",Fair Deal,"$16,990"
1892,Ford,Transit, Connect XL,2020,Used,"11,263 mi.",Carvana-Touchless Delivery To Your Home,n/a,4.2,"8,920 ",Good Deal,"$35,990"
1893,BMW,X6, sDrive35i,2019,Used,"27,080 mi.",Carvana-Touchless Delivery To Your Home,n/a,4.2,"8,920 ",Good Deal,"$53,590"
1894,Toyota,Prius, I,2010,Used,"70,595 mi.",National Motors of Ellicott City,8 mi. from 21227,4.3,418 ,Fair Deal,"$14,500"
1895,BMW,X6, xDrive35i,2014,Used,"71,950 mi.",Auto Leader,8 mi. from 21227,4.6,145 ,Good Deal,"$28,990"
1896,Hyundai,Elantra, SE,2020,Used,"50,652 mi.",National Motors of Ellicott City,8 mi. from 21227,4.3,418 ,Great Deal | $354 under,"$18,495"
1897,Chevrolet,Traverse, LT Leather,2020,Used,"58,845 mi.",Bob Bell Chevrolet,9 mi. from 21227,4.6,398 ,Good Deal,"$37,675"
1898,Volkswagen,Atlas, 3.6L Launch Edition,2018,Used,"59,068 mi.",Norris Auto Group,10 mi. from 21227,4.6,311 ,Great Deal | $330 under,"$26,587"
1899,Ford,Transit-350, XLT,2015,Used,"108,727 mi.",Car Corporation of Maryland,10 mi. from 21227,4.3,98 ,Good Deal,"$25,977"
1900,Kia,Sportage, LX,2020,Used,"5,893 mi.",Ourisman Chrysler Dodge Jeep Ram of Baltimore,10 mi. from 21227,4.3,98 ,Good Deal,"$27,995"
1901,Dodge,Challenger, GT,2017,Used,"93,407 mi.",Bob Bell Ford Hyundai,6 mi. from 21227,4.5,618 ,Good Deal,"$25,362"
1902,Ford,Fusion, SE,2017,Used,"48,250 mi.",Koons Ford of Baltimore,7 mi. from 21227,4.8,"1,600 ",Good Deal,"$21,000"
1903,Hyundai,Elantra, GT Base,2018,Used,"70,332 mi.",Koons Ford of Baltimore,7 mi. from 21227,4.8,"1,600 ",Fair Deal,"$17,000"
1904,Nissan,Sentra, 2.0 S,2010,Used,"85,106 mi.",Carvana-Touchless Delivery To Your Home,n/a,4.2,"8,920 ",Great Deal | $281 under,"$11,590"
1905,Volkswagen,e-Golf, SEL Premium,2015,Used,"78,401 mi.",Carvana-Touchless Delivery To Your Home,n/a,4.2,"8,920 ",Great Deal | $656 under,"$16,990"
1906,Volkswagen,GTI, 2-Door,2013,Used,"96,867 mi.",Carvana-Touchless Delivery To Your Home,n/a,4.2,"8,920 ",Fair Deal,"$16,990"
1907,Ford,Transit, Connect XL,2020,Used,"11,263 mi.",Carvana-Touchless Delivery To Your Home,n/a,4.2,"8,920 ",Good Deal,"$35,990"
1908,Mazda,MX-5, Miata Special Edition,2011,Used,"30,339 mi.",Carvana-Touchless Delivery To Your Home,n/a,4.2,"8,920 ",Good Deal,"$22,990"
1909,Jeep,Patriot, Sport,2017,Used,"28,352 mi.",Carvana-Touchless Delivery To Your Home,n/a,4.2,"8,920 ",Good Deal,"$21,990"
1910,Toyota,Camry, XLE,2016,Used,"2,811 mi.",Carvana-Touchless Delivery To Your Home,n/a,4.2,"8,920 ","Great Deal | $7,106 under","$23,990"
1911,Land,Rover, Range Rover Evoque Pure Plus,2012,Used,"60,420 mi.",Carvana-Touchless Delivery To Your Home,n/a,4.2,"8,920 ","Great Deal | $1,500 under","$23,990"
1912,Ford,F-150, XL,2015,Used,"39,960 mi.",Carvana-Touchless Delivery To Your Home,n/a,4.2,"8,920 ",Good Deal,"$29,990"
1913,Scion,tC, Base,2016,Used,"24,653 mi.",Carvana-Touchless Delivery To Your Home,n/a,4.2,"8,920 ",Great Deal | $679 under,"$21,990"
1914,Chevrolet,Camaro, 1LT,2018,Used,"20,593 mi.",Carvana-Touchless Delivery To Your Home,n/a,4.2,"8,920 ",Good Deal,"$31,990"
1915,Toyota,Camry, Hybrid XLE,2020,Used,"19,837 mi.",Carvana-Touchless Delivery To Your Home,n/a,4.2,"8,920 ",Good Deal,"$35,990"
1916,Honda,CR-V, EX,2015,Used,"32,681 mi.",Carvana-Touchless Delivery To Your Home,n/a,4.2,"8,920 ",Good Deal,"$22,990"
1917,Volvo,XC70, 3.2,2013,Used,"92,805 mi.",National Motors of Ellicott City,8 mi. from 21227,4.3,418 ,Fair Deal,"$18,995"
1918,Ford,Transit-350, XLT,2015,Used,"108,727 mi.",Car Corporation of Maryland,10 mi. from 21227,4.3,98 ,Good Deal,"$25,977"
1919,Kia,Sportage, LX,2020,Used,"5,893 mi.",Ourisman Chrysler Dodge Jeep Ram of Baltimore,10 mi. from 21227,4.3,98 ,Good Deal,"$27,995"
1920,Nissan,Frontier, PRO-4X,2018,Used,"77,264 mi.",Ourisman Chrysler Dodge Jeep Ram of Baltimore,10 mi. from 21227,4.3,98 ,Hot Car,"$39,995"
1921,Ford,Edge, SEL,2016,Used,"61,888 mi.",Autoprovit,7 mi. from 21227,5.0,3 ,"Great Deal | $1,329 under","$19,499"
1922,Scion,iA, 4dr Sdn Man (Natl),2016,Used,"78,971 mi.",Autoprovit,7 mi. from 21227,5.0,3 ,Great Deal | $166 under,"$13,999"
1923,Volvo,XC60, T6 Momentum,2021,Used,"16,440 mi.",EchoPark Automotive Baltimore,8 mi. from 21227,4.8,"2,826 ",Great Deal | $515 under,"$44,889"
1924,Jeep,Renegade, Limited,2015,Used,"29,592 mi.",Carvana-Touchless Delivery To Your Home,n/a,4.2,"8,920 ",Good Deal,"$20,990"
1925,Subaru,BRZ, Limited,2022,Used,"4,510 mi.",Carvana-Touchless Delivery To Your Home,n/a,4.2,"8,920 ",Good Deal,"$39,990"
1926,Scion,iA, Base,2016,Used,"26,360 mi.",Carvana-Touchless Delivery To Your Home,n/a,4.2,"8,920 ",Great Deal | $310 under,"$17,590"
1927,Ford,Focus, SEL,2018,Used,"25,140 mi.",Carvana-Touchless Delivery To Your Home,n/a,4.2,"8,920 ",Good Deal,"$18,990"
1928,Jeep,Wrangler, Unlimited Sahara,2013,Used,"70,441 mi.",Carvana-Touchless Delivery To Your Home,n/a,4.2,"8,920 ",Good Deal,"$30,990"
1929,Nissan,370Z, Base,2015,Used,"18,726 mi.",Carvana-Touchless Delivery To Your Home,n/a,4.2,"8,920 ",Fair Deal,"$31,990"
1930,Volkswagen,Jetta, SportWagen TDI,2012,Used,"76,883 mi.",Carvana-Touchless Delivery To Your Home,n/a,4.2,"8,920 ",Fair Deal,"$16,990"
1931,Ford,Mustang, GT Premium,2014,Used,"6,755 mi.",Carvana-Touchless Delivery To Your Home,n/a,4.2,"8,920 ",Good Deal,"$32,590"
1932,Chevrolet,Colorado, WT,2019,Used,"12,045 mi.",Carvana-Touchless Delivery To Your Home,n/a,4.2,"8,920 ",Good Deal,"$27,990"
1933,Toyota,Camry, LE,2017,Used,"7,634 mi.",Carvana-Touchless Delivery To Your Home,n/a,4.2,"8,920 ",Great Deal | $465 under,"$23,990"
1934,Jeep,Wrangler, Sport,2012,Used,"91,307 mi.",Carvana-Touchless Delivery To Your Home,n/a,4.2,"8,920 ",Fair Deal,"$23,990"
1935,Hyundai,Veloster, Value Edition,2017,Used,"21,775 mi.",Carvana-Touchless Delivery To Your Home,n/a,4.2,"8,920 ",Good Deal,"$20,990"
1936,Dodge,Challenger, R/T,2009,Used,"73,000 mi.",Carvana-Touchless Delivery To Your Home,n/a,4.2,"8,920 ",Fair Deal,"$21,990"
1937,Toyota,Tacoma, TRD Off Road,2021,Used,"4,961 mi.",Carvana-Touchless Delivery To Your Home,n/a,4.2,"8,920 ",Good Deal,"$41,990"
1938,Lexus,RX, 350 Base,2015,Used,"68,280 mi.",Hi Lo Auto Sales of Ellicott City,8 mi. from 21227,4.7,103 ,Fair Deal,"$27,179"
1939,Toyota,Camry, L,2014,Used,"72,140 mi.",Car Corporation of Maryland,10 mi. from 21227,4.3,98 ,Good Deal,"$14,977"
1940,Nissan,Versa, Note S,2015,Used,"76,485 mi.",Sheehy Nissan of Glen Burnie,6 mi. from 21227,4.8,985 ,Good Deal,"$10,444"
1941,Chrysler,200, C,2016,Used,"55,753 mi.",Bob Bell Ford Hyundai,6 mi. from 21227,4.5,618 ,Good Deal,"$18,206"
1942,Jaguar,F-TYPE, R,2016,Used,"50,712 mi.",Mercedes-Benz of Catonsville,6 mi. from 21227,4.2,412 ,Good Deal,"$58,000"
1943,Buick,Lucerne, CXL,2009,Used,"52,052 mi.",Carvana-Touchless Delivery To Your Home,n/a,4.2,"8,920 ",Fair Deal,"$14,990"
1944,Toyota,RAV4, Hybrid XLE,2019,Used,"31,681 mi.",Carvana-Touchless Delivery To Your Home,n/a,4.2,"8,920 ",Good Deal,"$34,990"
1945,Volkswagen,Passat, 1.8T SE,2014,Used,"43,733 mi.",Carvana-Touchless Delivery To Your Home,n/a,4.2,"8,920 ",Good Deal,"$17,990"
1946,Toyota,Tacoma, SR5,2018,Used,"30,087 mi.",Carvana-Touchless Delivery To Your Home,n/a,4.2,"8,920 ",Good Deal,"$34,590"
1947,Chrysler,Pacifica, Touring Plus,2019,Used,"30,608 mi.",Carvana-Touchless Delivery To Your Home,n/a,4.2,"8,920 ",Good Deal,"$34,590"
1948,Jeep,Wrangler, Unlimited Rubicon,2017,Used,"37,061 mi.",Carvana-Touchless Delivery To Your Home,n/a,4.2,"8,920 ",Fair Deal,"$46,590"
1949,Ford,Focus, ST Base,2015,Used,"35,985 mi.",Carvana-Touchless Delivery To Your Home,n/a,4.2,"8,920 ",Good Deal,"$24,990"
1950,Dodge,Grand, Caravan SE,2013,Used,"26,570 mi.",Carvana-Touchless Delivery To Your Home,n/a,4.2,"8,920 ",Good Deal,"$20,990"
1951,Ford,Fiesta, S,2015,Used,"29,310 mi.",Carvana-Touchless Delivery To Your Home,n/a,4.2,"8,920 ",Good Deal,"$14,990"
1952,Volvo,S60, T5,2012,Used,"61,043 mi.",Carvana-Touchless Delivery To Your Home,n/a,4.2,"8,920 ",Good Deal,"$16,990"
1953,Volkswagen,Jetta, GLI 2.0T S,2021,Used,"1,352 mi.",Carvana-Touchless Delivery To Your Home,n/a,4.2,"8,920 ",Good Deal,"$33,990"
1954,Volkswagen,Jetta, GLI 2.0T 35th Anniversary Edition,2019,Used,"25,268 mi.",Carvana-Touchless Delivery To Your Home,n/a,4.2,"8,920 ",Good Deal,"$28,990"
1955,GMC,Terrain, SLE,2018,Used,"59,308 mi.",Sheehy Nissan of Glen Burnie,6 mi. from 21227,4.8,985 ,Good Deal,"$24,000"
1956,Ford,Edge, SEL,2015,Used,"58,588 mi.",Koons Ford of Baltimore,7 mi. from 21227,4.8,"1,600 ",Good Deal,"$20,500"
1957,Nissan,Altima, 2.5 SV,2014,Used,"124,694 mi.",Nissan Ellicott City,8 mi. from 21227,4.4,"1,102 ",Good Deal,"$11,999"
1958,Acura,RDX, Technology,2013,Used,"90,279 mi.",National Motors of Ellicott City,8 mi. from 21227,4.3,418 ,Fair Deal,"$18,995"
1959,Mazda,Mazda3, Touring,2018,Used,"73,680 mi.",Rich Morton Mazda,9 mi. from 21227,4.6,736 ,Good Deal,"$20,388"
1960,Nissan,Altima, 2.5 S,2010,Used,"124,000 mi.",n/a,5 mi. from 21227,n/a,n/a,n/a,"$6,500"
1961,Chevrolet,Equinox, 1LT,2019,Used,"57,897 mi.",JBA Chevrolet Mitsubishi,6 mi. from 21227,4.5,385 ,Good Deal | $138 under,"$24,995"
1962,Nissan,Kicks, SV,2020,Nissan Certified,"16,570 mi.",Sheehy Nissan of Glen Burnie,6 mi. from 21227,4.8,985 ,Great Deal | $913 under,"$22,500"
1963,Ford,Bronco, ,2021,Used,"8,062 mi.",Carvana-Touchless Delivery To Your Home,n/a,4.2,"8,920 ",Good Deal,"$56,990"
1964,Mazda,MX-5, Miata Club,2013,Used,"12,250 mi.",Carvana-Touchless Delivery To Your Home,n/a,4.2,"8,920 ",Good Deal,"$23,990"
1965,Jeep,Grand, Cherokee Limited,2012,Used,"34,143 mi.",Carvana-Touchless Delivery To Your Home,n/a,4.2,"8,920 ",Great Deal | $602 under,"$23,990"
1966,Chevrolet,Spark, LS,2019,Used,"29,624 mi.",Carvana-Touchless Delivery To Your Home,n/a,4.2,"8,920 ",Great Deal | $354 under,"$14,990"
1967,BMW,335, i,2010,Used,"59,483 mi.",Carvana-Touchless Delivery To Your Home,n/a,4.2,"8,920 ",Good Deal,"$20,990"
1968,Acura,TLX, V6,2019,Used,"24,964 mi.",Carvana-Touchless Delivery To Your Home,n/a,4.2,"8,920 ",Good Deal,"$31,590"
1969,Jeep,Wrangler, Sport,2016,Used,"18,228 mi.",Carvana-Touchless Delivery To Your Home,n/a,4.2,"8,920 ",Good Deal,"$31,990"
1970,Honda,Fit, EX,2017,Used,"21,366 mi.",Carvana-Touchless Delivery To Your Home,n/a,4.2,"8,920 ",Good Deal,"$21,590"
1971,Jeep,Wrangler, Sahara,2012,Used,"74,175 mi.",Carvana-Touchless Delivery To Your Home,n/a,4.2,"8,920 ",Good Deal,"$26,990"
1972,Hyundai,Genesis, 3.8,2016,Used,"51,936 mi.",Carvana-Touchless Delivery To Your Home,n/a,4.2,"8,920 ",Fair Deal,"$25,990"
1973,Volkswagen,Jetta, 1.8T SEL Premium,2016,Used,"62,599 mi.",Carvana-Touchless Delivery To Your Home,n/a,4.2,"8,920 ",Good Deal,"$19,590"
1974,Kia,Forte, Koup SX,2012,Used,"54,461 mi.",Carvana-Touchless Delivery To Your Home,n/a,4.2,"8,920 ",Home Delivery,"$14,990"
1975,Nissan,Frontier, S,2018,Used,"57,648 mi.",JBA Chevrolet Mitsubishi,6 mi. from 21227,4.5,385 ,Fair Deal,"$24,500"
1976,Mercedes-Benz,E-Class, E 300,2019,Mercedes-Benz Certified,"13,590 mi.",Mercedes-Benz of Catonsville,6 mi. from 21227,4.2,412 ,Good Deal | $242 under,"$46,300"
1977,Ford,F-150, Lariat,2017,Used,"74,269 mi.",Koons Ford of Baltimore,7 mi. from 21227,4.8,"1,600 ",Good Deal,"$39,000"
1978,RAM,3500, Tradesman,2015,Used,"50,694 mi.",Car Corporation of Maryland,10 mi. from 21227,4.3,98 ,Good Deal,"$33,744"
1979,Toyota,Camry, LE,2020,Used,"54,440 mi.",Car Corporation of Maryland,10 mi. from 21227,4.3,98 ,Great Deal | $953 under,"$22,977"
1980,Toyota,RAV4, Limited,2013,Used,"59,118 mi.",CarMax Ellicott City - Now offering Curbside Pickup,8 mi. from 21227,4.5,8 ,Good Deal,"$21,998"
1981,BMW,640, i,2012,Used,"77,615 mi.",Auto Leader,8 mi. from 21227,4.6,145 ,"Great Deal | $1,192 under","$27,990"
1982,Ford,Mustang, Mach-E Premium,2021,Used,614 mi.,Apple Ford Lincoln,9 mi. from 21227,4.5,910 ,Hot Car,"$60,500"
1983,Mazda,MX-5, Miata Grand Touring,2013,Used,"39,855 mi.",Carvana-Touchless Delivery To Your Home,n/a,4.2,"8,920 ",Good Deal,"$22,990"
1984,Jeep,Gladiator, Rubicon,2021,Used,"7,441 mi.",Carvana-Touchless Delivery To Your Home,n/a,4.2,"8,920 ",Good Deal,"$55,590"
1985,Saturn,Sky, ,2009,Used,"66,637 mi.",Carvana-Touchless Delivery To Your Home,n/a,4.2,"8,920 ",Great Deal | $179 under,"$14,990"
1986,Mazda,Mazda6, Sport,2017,Used,"31,963 mi.",Carvana-Touchless Delivery To Your Home,n/a,4.2,"8,920 ",Good Deal,"$20,590"
1987,Chevrolet,Silverado, 1500 WT,2015,Used,"83,943 mi.",Carvana-Touchless Delivery To Your Home,n/a,4.2,"8,920 ","Great Deal | $2,689 under","$23,990"
1988,Buick,Enclave, Avenir,2019,Used,"64,695 mi.",Carvana-Touchless Delivery To Your Home,n/a,4.2,"8,920 ",Fair Deal,"$37,990"
1989,Volkswagen,Jetta, 1.4T Wolfsburg Edition,2018,Used,"52,460 mi.",Carvana-Touchless Delivery To Your Home,n/a,4.2,"8,920 ",Good Deal,"$18,990"
1990,Honda,Accord, LX,2013,Used,"31,469 mi.",Carvana-Touchless Delivery To Your Home,n/a,4.2,"8,920 ",Good Deal,"$19,990"
1991,Kia,Rio, EX,2014,Used,"35,081 mi.",Carvana-Touchless Delivery To Your Home,n/a,4.2,"8,920 ",Home Delivery,"$15,990"
1992,Lexus,RX, 350 F SPORT Handling,2022,Used,"4,811 mi.",Carvana-Touchless Delivery To Your Home,n/a,4.2,"8,920 ",Good Deal,"$59,990"
1993,Volkswagen,Beetle, 1.8T Wolfsburg Edition w/PZEV,2016,Used,"42,166 mi.",Carvana-Touchless Delivery To Your Home,n/a,4.2,"8,920 ",Great Deal | $248 under,"$19,990"
1994,Ford,C-Max, Energi SEL,2013,Used,"86,981 mi.",Carvana-Touchless Delivery To Your Home,n/a,4.2,"8,920 ",Good Deal,"$14,990"
1995,BMW,i3, Base,2015,Used,"52,000 mi.",Carvana-Touchless Delivery To Your Home,n/a,4.2,"8,920 ","Great Deal | $2,742 under","$17,590"
1996,Chevrolet,Volt, Premier,2016,Used,"42,140 mi.",Carvana-Touchless Delivery To Your Home,n/a,4.2,"8,920 ",Home Delivery,"$23,990"
1997,Nissan,Altima, 3.5 SL,2015,Used,"64,410 mi.",Car Corporation of Maryland,10 mi. from 21227,4.3,98 ,"Great Deal | $1,219 under","$14,977"
1998,Toyota,RAV4, Limited,2013,Used,"59,118 mi.",CarMax Ellicott City - Now offering Curbside Pickup,8 mi. from 21227,4.5,8 ,Good Deal,"$21,998"
1999,BMW,640, i,2012,Used,"77,615 mi.",Auto Leader,8 mi. from 21227,4.6,145 ,"Great Deal | $1,192 under","$27,990"
2000,Ford,Mustang, Mach-E Premium,2021,Used,614 mi.,Apple Ford Lincoln,9 mi. from 21227,4.5,910 ,Hot Car,"$60,500"
2001,Saturn,Sky, ,2009,Used,"66,637 mi.",Carvana-Touchless Delivery To Your Home,n/a,4.2,"8,920 ",Great Deal | $179 under,"$14,990"
2002,Mazda,Mazda6, Sport,2017,Used,"31,963 mi.",Carvana-Touchless Delivery To Your Home,n/a,4.2,"8,920 ",Good Deal,"$20,590"
2003,Chevrolet,Silverado, 1500 WT,2015,Used,"83,943 mi.",Carvana-Touchless Delivery To Your Home,n/a,4.2,"8,920 ","Great Deal | $2,689 under","$23,990"
2004,Buick,Enclave, Avenir,2019,Used,"64,695 mi.",Carvana-Touchless Delivery To Your Home,n/a,4.2,"8,920 ",Fair Deal,"$37,990"
2005,Volkswagen,Jetta, 1.4T Wolfsburg Edition,2018,Used,"52,460 mi.",Carvana-Touchless Delivery To Your Home,n/a,4.2,"8,920 ",Good Deal,"$18,990"
2006,Honda,Accord, LX,2013,Used,"31,469 mi.",Carvana-Touchless Delivery To Your Home,n/a,4.2,"8,920 ",Good Deal,"$19,990"
2007,Kia,Rio, EX,2014,Used,"35,081 mi.",Carvana-Touchless Delivery To Your Home,n/a,4.2,"8,920 ",Home Delivery,"$15,990"
2008,Lexus,RX, 350 F SPORT Handling,2022,Used,"4,811 mi.",Carvana-Touchless Delivery To Your Home,n/a,4.2,"8,920 ",Good Deal,"$59,990"
2009,Volkswagen,Beetle, 1.8T Wolfsburg Edition w/PZEV,2016,Used,"42,166 mi.",Carvana-Touchless Delivery To Your Home,n/a,4.2,"8,920 ",Great Deal | $248 under,"$19,990"
2010,Ford,C-Max, Energi SEL,2013,Used,"86,981 mi.",Carvana-Touchless Delivery To Your Home,n/a,4.2,"8,920 ",Good Deal,"$14,990"
2011,BMW,i3, Base,2015,Used,"52,000 mi.",Carvana-Touchless Delivery To Your Home,n/a,4.2,"8,920 ","Great Deal | $2,742 under","$17,590"
2012,Chevrolet,Volt, Premier,2016,Used,"42,140 mi.",Carvana-Touchless Delivery To Your Home,n/a,4.2,"8,920 ",Home Delivery,"$23,990"
2013,Chevrolet,Volt, LT,2016,Used,"57,763 mi.",Carvana-Touchless Delivery To Your Home,n/a,4.2,"8,920 ",Good Deal,"$20,990"
2014,Dodge,Charger, SXT,2010,Used,"77,528 mi.",Carvana-Touchless Delivery To Your Home,n/a,4.2,"8,920 ","Great Deal | $1,060 under","$13,590"
2015,Hyundai,Accent, Sport,2015,Used,"36,842 mi.",Carvana-Touchless Delivery To Your Home,n/a,4.2,"8,920 ",Good Deal,"$15,990"
2016,Lincoln,MKZ, Hybrid Reserve,2018,Used,"49,901 mi.",Easterns Automotive Group of Glen Burnie- Curbside and Home Delivery Available,9 mi. from 21227,4.8,326 ,Good Deal,"$30,350"
2017,Nissan,Altima, 3.5 SL,2015,Used,"64,410 mi.",Car Corporation of Maryland,10 mi. from 21227,4.3,98 ,"Great Deal | $1,219 under","$14,977"
2018,Dodge,Grand, Caravan SXT,2018,Used,"107,415 mi.",Sheehy Nissan of Glen Burnie,6 mi. from 21227,4.8,985 ,Good Deal,"$19,000"
2019,Mitsubishi,Outlander, LE,2018,Used,"68,449 mi.",Sheehy Nissan of Glen Burnie,6 mi. from 21227,4.8,985 ,Good Deal,"$22,000"
2020,Ford,Mustang, Mach-E Premium,2021,Used,614 mi.,Apple Ford Lincoln,9 mi. from 21227,4.5,910 ,Hot Car,"$60,500"
2021,Chevrolet,Volt, LT,2016,Used,"57,763 mi.",Carvana-Touchless Delivery To Your Home,n/a,4.2,"8,920 ",Good Deal,"$20,990"
2022,Dodge,Charger, SXT,2010,Used,"77,528 mi.",Carvana-Touchless Delivery To Your Home,n/a,4.2,"8,920 ","Great Deal | $1,060 under","$13,590"
2023,Hyundai,Accent, Sport,2015,Used,"36,842 mi.",Carvana-Touchless Delivery To Your Home,n/a,4.2,"8,920 ",Good Deal,"$15,990"
2024,Subaru,Crosstrek, Base,2020,Used,"5,179 mi.",Carvana-Touchless Delivery To Your Home,n/a,4.2,"8,920 ",Good Deal,"$29,990"
2025,Chevrolet,Corvette, Stingray,2017,Used,"8,269 mi.",Carvana-Touchless Delivery To Your Home,n/a,4.2,"8,920 ",Good Deal,"$55,590"
2026,FIAT,500, Pop,2014,Used,"56,556 mi.",Carvana-Touchless Delivery To Your Home,n/a,4.2,"8,920 ",Good Deal,"$12,990"
2027,BMW,i3, Base,2014,Used,"41,334 mi.",Carvana-Touchless Delivery To Your Home,n/a,4.2,"8,920 ",Good Deal,"$20,990"
2028,Ford,Fusion, Energi SE Luxury,2016,Used,"63,934 mi.",Carvana-Touchless Delivery To Your Home,n/a,4.2,"8,920 ",Good Deal,"$19,990"
2029,Ford,F-150, XL,2017,Used,"63,267 mi.",Carvana-Touchless Delivery To Your Home,n/a,4.2,"8,920 ",Good Deal,"$34,990"
2030,Hyundai,Accent, GLS,2014,Used,"15,083 mi.",Carvana-Touchless Delivery To Your Home,n/a,4.2,"8,920 ",Good Deal,"$16,590"
2031,Tesla,Model, 3 Standard Range Plus,2019,Used,"8,616 mi.",Carvana-Touchless Delivery To Your Home,n/a,4.2,"8,920 ",Great Deal | $883 under,"$48,990"
2032,Volkswagen,Golf, GTI S 2-Door,2017,Used,"62,239 mi.",Carvana-Touchless Delivery To Your Home,n/a,4.2,"8,920 ","Great Deal | $4,472 under","$16,990"
2033,Mazda,Mazda6, i Grand Touring,2014,Used,"60,160 mi.",Carvana-Touchless Delivery To Your Home,n/a,4.2,"8,920 ",Good Deal,"$18,990"
2034,Lexus,CT, 200h Premium,2012,Used,"63,230 mi.",Carvana-Touchless Delivery To Your Home,n/a,4.2,"8,920 ",Fair Deal,"$22,590"
2035,Nissan,Leaf, SL,2012,Used,"53,712 mi.",Carvana-Touchless Delivery To Your Home,n/a,4.2,"8,920 ",Home Delivery,"$12,990"
2036,Lincoln,MKZ, Hybrid Reserve,2018,Used,"49,901 mi.",Easterns Automotive Group of Glen Burnie- Curbside and Home Delivery Available,9 mi. from 21227,4.8,326 ,Good Deal,"$30,350"
2037,Lincoln,MKC, Premiere,2017,Used,"46,076 mi.",Sheehy Nissan of Glen Burnie,6 mi. from 21227,4.8,985 ,"Great Deal | $1,042 under","$22,176"
2038,Jeep,Wrangler, Sahara,2016,Used,"61,133 mi.",Tate Used Cars,6 mi. from 21227,4.0,13 ,Good Deal,"$30,900"
2039,Chevrolet,Silverado, 1500 LT,2019,Used,"46,415 mi.",JBA Chevrolet Mitsubishi,6 mi. from 21227,4.5,385 ,"Great Deal | $1,158 under","$38,000"
2040,Lexus,RX, 350 ,2017,Used,"26,333 mi.",Carvana-Touchless Delivery To Your Home,n/a,4.2,"8,920 ",Fair Deal,"$40,590"
2041,Chevrolet,Silverado, 1500 WT,2019,Used,"27,812 mi.",Carvana-Touchless Delivery To Your Home,n/a,4.2,"8,920 ",Good Deal,"$32,990"
2042,BMW,M3, Base,2021,Used,"6,162 mi.",Carvana-Touchless Delivery To Your Home,n/a,4.2,"8,920 ",Good Deal,"$83,590"
